Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
26196,06-Feb-23,Leadership Development,Internal,Passed,Hessburgh,Timothy Valdez,5,258.08
26197,16-Feb-23,Communication Skills,Internal,Completed,Kevinfort,Kari Finley,5,889.57
26198,01-Sep-22,Leadership Development,Internal,Failed,Stephentown,Joe Garcia,4,506.18
26199,03-Jun-23,Technical Skills,External,Failed,South Lance,Stephanie Haney,4,858.8
26200,02-Mar-23,Leadership Development,Internal,Completed,Crystalview,Jason Taylor,5,918.86
26201,19-Jan-23,Project Management,Internal,Passed,East Selenaville,Stephen Silva,3,968.31
26202,13-Jun-23,Communication Skills,External,Completed,South Jennifer,Shannon White,5,572.14
26203,19-Jun-23,Technical Skills,Internal,Failed,West Walter,Carlos Leonard,3,516.4
26204,25-Oct-22,Project Management,External,Failed,Edwardville,Beth Hughes,3,170.61
26205,04-Oct-22,Customer Service,Internal,Completed,Wrightburgh,Jennifer Mclaughlin,3,882.76
26206,08-Aug-22,Customer Service,External,Failed,West Yvette,Christine Reed,3,385.82
26207,26-Nov-22,Project Management,Internal,Passed,Lloydfurt,Matthew Nelson,3,232.5
26208,29-Oct-22,Project Management,External,Failed,Port Joshuaborough,Shelby Fields,4,816.24
26209,15-Sep-22,Communication Skills,External,Failed,West Kevintown,Steven Gutierrez,5,761.31
26210,12-Oct-22,Project Management,Internal,Incomplete,New Vincenthaven,Michael Nelson,2,647.7
26211,13-Aug-22,Leadership Development,External,Failed,East Roberthaven,Taylor Thomas,2,413.28
26212,28-Jan-23,Communication Skills,Internal,Passed,Bishopbury,Maria Barrett,5,142.21
26213,30-Aug-22,Communication Skills,Internal,Completed,Joshuashire,Timothy Mckee,2,642.68
26214,16-Sep-22,Leadership Development,Internal,Incomplete,Port Amanda,Sharon Decker,5,274.98
26215,14-Jun-23,Communication Skills,Internal,Passed,Chapmanbury,Joseph Thomas,4,168.32
26216,21-Sep-22,Customer Service,External,Failed,South Kellyborough,Michael Williamson,3,120.37
26217,24-Dec-22,Technical Skills,Internal,Passed,Port Codyburgh,Miranda Kennedy,2,287.34
26218,21-Feb-23,Leadership Development,External,Failed,East Sabrinachester,Dr. Steven Walker,2,962.76
26219,06-Oct-22,Customer Service,Internal,Completed,Port Desireeburgh,Francis Cox,4,386.07
26220,26-May-23,Technical Skills,External,Completed,Merrittstad,Johnny Austin,4,784.89
26221,29-Apr-23,Project Management,Internal,Passed,Kennethtown,Colton Knight,2,922.33
26222,08-Jun-23,Technical Skills,External,Passed,East Aaron,Morgan Wright,2,336.82
26223,25-Jun-23,Technical Skills,External,Passed,North Shawnville,Candace Brown,3,880.9
26224,23-Jan-23,Project Management,Internal,Passed,South Shelbyfurt,Tara Brown,3,104.8
26225,15-Oct-22,Technical Skills,Internal,Failed,Castilloshire,Jason Clayton,4,632.73
26226,27-Dec-22,Customer Service,External,Completed,North James,Theodore Torres,4,274.97
26227,11-Dec-22,Technical Skills,Internal,Incomplete,New Stephen,Luis Wiley,5,255.16
26228,24-Dec-22,Leadership Development,External,Passed,Jessicamouth,Chad Watts,2,830.36
26229,03-Nov-22,Leadership Development,Internal,Completed,South Katelyn,Lorraine Rodriguez,3,185.58
26230,21-Jul-23,Communication Skills,External,Passed,Markfort,Sean Johnson,4,667.54
26231,23-Nov-22,Communication Skills,External,Completed,North Joelfort,Matthew Rodriguez,5,508.85
26232,07-May-23,Communication Skills,Internal,Completed,Floresville,Kevin Welch,2,430.92
26233,23-Jul-23,Communication Skills,External,Completed,East Jennifer,Jesus Wiggins,4,872.57
26234,17-Mar-23,Project Management,Internal,Incomplete,North Rebecca,Linda Cunningham,5,388.61
26235,13-Feb-23,Communication Skills,Internal,Passed,Jenniferton,Joseph Kennedy,3,811.4
26236,15-Oct-22,Technical Skills,External,Failed,West Laurentown,Rhonda Rivera,2,677.74
26237,28-Apr-23,Communication Skills,External,Incomplete,Margaretmouth,Anna Floyd,3,366.78
26238,09-Dec-22,Project Management,External,Passed,Bradleyland,Laura Li,3,789.98
26239,27-Jan-23,Communication Skills,Internal,Passed,Josephshire,Travis Ryan,4,382.0
26240,29-Apr-23,Project Management,Internal,Passed,Kennethtown,Colton Knight,2,922.33
26241,05-Mar-23,Communication Skills,External,Passed,Douglasview,Tyler Ortega,1,668.91
26242,24-Jul-23,Leadership Development,External,Completed,South Thomasview,Darrell Davidson,1,601.2
26243,22-May-23,Technical Skills,External,Incomplete,Graymouth,Brittany Mack,1,429.49
26244,19-Aug-22,Customer Service,External,Incomplete,North Stephen,Sierra Oneill,5,752.97
26245,30-Jun-23,Project Management,Internal,Completed,Lake Williamland,Kyle Escobar,4,949.32
26246,27-Mar-23,Technical Skills,Internal,Incomplete,South Adamburgh,Chad Payne,4,466.32
26247,01-Dec-22,Technical Skills,Internal,Completed,Robertsmouth,Robert Johnson,5,712.84
26248,12-Oct-22,Project Management,Internal,Failed,Victortown,James Gibson,2,602.26
26249,02-Apr-23,Communication Skills,External,Failed,Rebeccaburgh,Brandy Martin,4,171.46
26250,26-Jul-23,Project Management,External,Incomplete,Thompsonberg,Alicia Dunn,3,613.93
26251,01-Jul-23,Project Management,Internal,Completed,Moniqueville,Bruce Stanton,1,889.73
26252,29-Mar-23,Leadership Development,External,Incomplete,Langton,Ariana Anderson,2,571.12
26253,05-Sep-22,Customer Service,Internal,Completed,Port Amy,Sharon Mcfarland,1,309.56
26254,16-Jan-23,Leadership Development,Internal,Failed,Jenniferfurt,Matthew Rios,4,917.17
26255,29-Jul-23,Technical Skills,Internal,Failed,North Benjaminstad,William Farrell,4,500.45
26256,03-Aug-23,Project Management,External,Passed,Roberthaven,Diane Larson,3,634.34
26257,21-May-23,Customer Service,Internal,Passed,Lake Troy,Cory Garcia,2,856.15
26258,09-Apr-23,Customer Service,Internal,Incomplete,West Michelle,Rose Smith,5,524.34
26259,12-Sep-22,Leadership Development,External,Incomplete,Port Connie,Timothy Osborne,3,845.75
26260,25-Dec-22,Customer Service,External,Completed,Brittanyberg,Danny Smith,3,535.88
26261,08-Jul-23,Technical Skills,External,Passed,Port Ashleymouth,Thomas Jensen,1,731.18
26262,25-Nov-22,Communication Skills,External,Passed,Longton,Thomas French,5,637.58
26263,25-Dec-22,Customer Service,External,Completed,Brittanyberg,Danny Smith,3,535.88
26264,05-Nov-22,Project Management,External,Passed,Christophermouth,Rachel Barnes,5,879.94
26265,16-Oct-22,Customer Service,Internal,Completed,Douglaschester,Matthew Goodman,1,917.56
26266,12-Oct-22,Technical Skills,Internal,Failed,Priceshire,Andres Thomas,3,542.56
26267,06-Sep-22,Project Management,External,Completed,New Randyborough,Brandon Collins,3,285.5
26268,03-Jul-23,Customer Service,Internal,Failed,North Jamesborough,Ronald Chang,4,643.07
26269,11-Aug-22,Project Management,External,Failed,Melissaside,Shane Ortiz,5,305.31
26270,02-Nov-22,Leadership Development,Internal,Completed,Port Joshua,Jodi Lyons,5,938.63
26271,15-May-23,Leadership Development,External,Completed,Port Mark,Christina Moore,3,619.86
26272,23-Oct-22,Customer Service,External,Incomplete,Lake Michael,Lisa Rodgers,1,424.44
26273,10-Jan-23,Project Management,External,Passed,Danielport,Ronald Shaw,5,753.01
26274,09-Apr-23,Communication Skills,External,Failed,West Whitneymouth,Robert Kidd,1,261.17
26275,23-Dec-22,Customer Service,External,Passed,Lake Kevin,Tommy Wilson,4,813.9
26276,18-Jun-23,Customer Service,Internal,Completed,Thompsonland,Bryan Reed,2,849.52
26277,13-Oct-22,Customer Service,Internal,Completed,Johnview,William Jones,5,186.57
26278,29-May-23,Communication Skills,External,Incomplete,New Brett,Andrea Scott,3,122.43
26279,05-Jan-23,Customer Service,Internal,Passed,Walkerport,Teresa Rogers,4,995.4
26280,05-Jul-23,Leadership Development,External,Passed,Hoffmanview,Richard Johnson,3,308.21
26281,06-Oct-22,Leadership Development,Internal,Completed,Port Brucehaven,Shelley Blackburn,1,524.51
26282,29-Nov-22,Technical Skills,Internal,Completed,New Kathryn,Barbara Parker,1,412.58
26283,06-Apr-23,Project Management,External,Failed,Mooreburgh,Alexa Brown,3,166.28
26284,28-Apr-23,Project Management,Internal,Incomplete,East Alyssa,Melanie Middleton,3,726.03
26285,26-Oct-22,Technical Skills,External,Incomplete,Jessicastad,Alejandro Carter,1,997.38
26286,24-Jan-23,Project Management,External,Completed,Martineztown,Corey Morales,1,861.5
26287,03-Apr-23,Communication Skills,External,Completed,New Courtney,William Dunn,4,919.1
26288,11-Apr-23,Leadership Development,Internal,Incomplete,West Charles,Ronald Long,5,206.16
26289,04-Jan-23,Technical Skills,External,Passed,West Dustin,Lawrence Edwards,1,735.72
26290,17-Dec-22,Communication Skills,Internal,Completed,Jonesview,Karen Whitehead,5,209.99
26291,23-Dec-22,Technical Skills,External,Completed,East Kim,Victoria Padilla,2,961.68
26292,05-Apr-23,Customer Service,External,Passed,Carsonchester,Joseph Campbell,3,493.98
26293,14-Jul-23,Customer Service,External,Failed,Port Hannahshire,Lisa Johnston,4,250.41
26294,31-Oct-22,Leadership Development,Internal,Completed,East Laura,Susan Murphy,3,208.13
26295,01-Dec-22,Project Management,External,Completed,Allenborough,Nathan Jones,5,115.06
26296,07-Dec-22,Project Management,Internal,Failed,Carlland,Michael Patel,5,104.66
26297,29-May-23,Communication Skills,External,Failed,Nancyview,Christopher Underwood,1,649.03
26298,05-May-23,Communication Skills,External,Failed,North Johnville,Amanda Huff,3,238.12
26299,14-Nov-22,Leadership Development,External,Completed,Lake Veronica,Samuel Moore,4,765.32
26300,26-Apr-23,Technical Skills,External,Passed,Jaredtown,Thomas Villarreal,2,634.36
26301,22-Dec-22,Communication Skills,Internal,Completed,Brittanyshire,Wayne Williams,3,592.23
26302,14-Sep-22,Technical Skills,External,Completed,Jacksonmouth,Todd Shea,3,263.8
26303,04-Jan-23,Project Management,Internal,Failed,Bennetthaven,John Patel,4,436.23
26304,21-Feb-23,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46
26305,16-Aug-22,Leadership Development,External,Incomplete,West Nicole,Jacqueline Kelly,2,645.16
26306,04-Feb-23,Project Management,External,Passed,Markburgh,Michelle Travis,1,802.99
26307,20-Sep-22,Project Management,Internal,Passed,East Melissa,Karen Thompson,5,640.97
26308,12-Jan-23,Customer Service,Internal,Completed,Knightborough,Richard Fisher,2,824.3
26309,31-May-23,Project Management,External,Incomplete,Cameronchester,Robert Keller,3,972.66
26310,02-May-23,Technical Skills,Internal,Passed,Brownstad,Anthony Smith,5,143.21
26311,12-May-23,Technical Skills,Internal,Passed,Lake Elizabeth,Heather Baker,4,818.39
26312,30-Jun-23,Customer Service,Internal,Completed,Christophermouth,Julie Williams,5,203.06
26313,15-Oct-22,Technical Skills,Internal,Failed,Castilloshire,Jason Clayton,4,632.73
26314,27-Sep-22,Project Management,External,Failed,Port Denise,Vincent Lopez,5,107.64
26315,09-Oct-22,Customer Service,Internal,Failed,Rhondaport,Mrs. Kelly Rich PhD,3,442.86
26316,08-Apr-23,Project Management,Internal,Completed,Joneston,Mr. Kenneth Warren DVM,5,532.41
26317,29-Mar-23,Project Management,External,Incomplete,South Darrenview,Matthew Stephens MD,1,963.42
26318,03-Nov-22,Customer Service,Internal,Completed,South Danielchester,Benjamin Taylor,5,910.96
26319,07-Aug-22,Customer Service,Internal,Completed,North Robertville,Joseph Hill,5,380.22
26320,11-Oct-22,Project Management,External,Completed,Hullmouth,Keith Curtis,5,868.98
26321,09-Feb-23,Customer Service,External,Failed,East Sethchester,Rachel Bell,1,787.01
26322,06-Jun-23,Customer Service,External,Incomplete,Nicholasfurt,Eric Bullock,5,256.57
26323,19-Aug-22,Customer Service,External,Incomplete,North Stephen,Sierra Oneill,5,752.97
26324,06-Apr-23,Technical Skills,Internal,Incomplete,Michellefort,Dwayne Day,3,301.39
26325,15-Mar-23,Leadership Development,Internal,Incomplete,Nguyenmouth,Tamara Perez,3,967.08
26326,25-Dec-22,Communication Skills,External,Incomplete,North Wendyfurt,Yvonne Anderson,3,969.98
26327,22-Jan-23,Communication Skills,Internal,Passed,Gilbertmouth,Lisa Hensley,5,866.51
26328,14-Apr-23,Leadership Development,Internal,Incomplete,Torresbury,Lisa Harris,5,981.36
26329,25-Feb-23,Project Management,Internal,Failed,Lake Anthonyton,Christopher Rowland,5,729.41
26330,05-Apr-23,Customer Service,External,Completed,Kellermouth,William Davenport,1,397.18
26331,10-Apr-23,Leadership Development,External,Incomplete,Anthonybury,Joshua Gallagher,1,610.97
26332,14-Jun-23,Project Management,Internal,Failed,Lake Henryton,Louis Fox,4,867.03
26333,23-Aug-22,Customer Service,Internal,Passed,Ortegafort,David Rodriguez,4,938.59
26334,05-Dec-22,Customer Service,External,Incomplete,Lake Theresafurt,Steven Greer III,1,252.59
26335,17-Dec-22,Communication Skills,Internal,Passed,New Paul,James Young,4,701.34
26336,07-Jul-23,Customer Service,External,Passed,Amberhaven,Christina Nguyen,4,616.66
26337,15-Sep-22,Communication Skills,External,Failed,West Kevintown,Steven Gutierrez,5,761.31
26338,11-May-23,Communication Skills,Internal,Failed,Amymouth,Tracy Watson,4,628.77
26339,06-Nov-22,Customer Service,Internal,Incomplete,North Stephenfurt,Lynn Duncan,1,820.96
26340,24-Sep-22,Communication Skills,Internal,Completed,New Erinport,Ronald Hughes,3,849.04
26341,12-Oct-22,Project Management,Internal,Failed,Victortown,James Gibson,2,602.26
26342,16-Dec-22,Technical Skills,External,Failed,South Sonyahaven,Todd Clark,5,568.57
26343,20-Oct-22,Communication Skills,Internal,Passed,Christopherside,Brandon Mccarty,5,605.84
26344,17-Apr-23,Technical Skills,Internal,Completed,West Wendy,Christina Bautista,5,983.59
26345,29-Aug-22,Communication Skills,Internal,Incomplete,North Ericside,Eric Allen,4,967.94
26346,20-Sep-22,Communication Skills,Internal,Completed,Lake Sarahmouth,Mrs. Amanda Nicholson,2,608.46
26347,15-Jul-23,Customer Service,Internal,Passed,Port Tamarahaven,Kayla Hall,4,782.43
26348,25-Aug-22,Technical Skills,Internal,Passed,Port Sarahmouth,Dr. Oscar White DDS,5,637.84
26349,25-Mar-23,Communication Skills,Internal,Passed,Wagnerfort,Dennis Davis,5,866.13
26350,02-Jul-23,Project Management,Internal,Passed,Isabelchester,Brittany Savage,1,131.41
26351,06-Feb-23,Leadership Development,Internal,Completed,New Hannah,George Stevenson,3,586.5
26352,20-May-23,Customer Service,Internal,Completed,Savageton,Lisa Hall,3,939.92
26353,18-May-23,Project Management,External,Passed,South Davidfort,Joan Reeves,3,999.72
26354,19-Jan-23,Technical Skills,Internal,Incomplete,East Christopher,Gina Moore,3,804.06
26355,23-Aug-22,Communication Skills,External,Passed,East Jamie,Kathryn Higgins,3,658.54
26356,30-Apr-23,Communication Skills,External,Completed,Lake Stuartfurt,Eric Johnson,2,606.68
26357,01-Mar-23,Customer Service,Internal,Passed,Thomasborough,Tyler Sanchez,2,605.12
26358,22-Aug-22,Communication Skills,External,Incomplete,Melissabury,Jason Gibson,4,168.71
26359,05-May-23,Communication Skills,Internal,Failed,East Matthew,Mrs. Jordan Lee,1,692.71
26360,24-Jul-23,Technical Skills,Internal,Failed,Jamesville,Stacy Cole,5,569.76
26361,27-Jun-23,Communication Skills,Internal,Incomplete,West Joshua,Hannah Ortiz,2,288.09
26362,14-Dec-22,Customer Service,External,Completed,South Anthonystad,Gina Williams,1,832.86
26363,18-Mar-23,Communication Skills,External,Completed,East Erichaven,Douglas Phillips,2,676.95
26364,10-Aug-22,Communication Skills,External,Passed,New Claytonville,Christina Waters,4,942.51
26365,22-Apr-23,Communication Skills,Internal,Passed,West Randyland,Troy Willis,3,620.63
26366,21-Apr-23,Communication Skills,External,Failed,Heatherstad,Matthew Bennett,2,869.46
26367,25-May-23,Technical Skills,External,Passed,Lake Cameronburgh,Thomas Erickson,5,932.44
26368,29-Jun-23,Communication Skills,Internal,Incomplete,Hallton,Garrett Johnson,4,392.14
26369,15-Nov-22,Project Management,External,Incomplete,Belltown,Nathan Hill,4,555.6
26370,17-May-23,Leadership Development,Internal,Failed,Hendrickschester,Meredith Miller,3,483.49
26371,13-May-23,Technical Skills,Internal,Passed,Bassborough,Eddie Foster,3,453.4
26372,19-Mar-23,Project Management,External,Completed,Christophershire,Amanda Chase,2,905.51
26373,04-Mar-23,Leadership Development,External,Passed,Nashview,Darlene Vega,4,566.12
26374,11-Dec-22,Leadership Development,External,Incomplete,Andrewville,David Russell,4,925.16
26375,25-Apr-23,Leadership Development,External,Incomplete,Lindaville,Michael Patterson,5,853.57
26376,23-Apr-23,Leadership Development,External,Failed,North Baileyport,Jason Salas,1,183.88
26377,12-Feb-23,Project Management,External,Incomplete,Rochatown,Renee Mcdonald,5,399.23
26378,25-Nov-22,Project Management,External,Completed,North Russellstad,Luis Reynolds,1,746.8
26379,28-Aug-22,Customer Service,External,Failed,South Melissa,Eric Webb,5,806.4
26380,23-Aug-22,Project Management,External,Failed,South Paul,Jacqueline Thornton,4,323.12
26381,24-Jul-23,Technical Skills,Internal,Failed,Jamesville,Stacy Cole,5,569.76
26382,24-Jun-23,Project Management,Internal,Failed,Daleland,Kelly Miller,5,988.08
26383,24-Jun-23,Project Management,Internal,Failed,Daleland,Kelly Miller,5,988.08
26384,07-Sep-22,Customer Service,Internal,Passed,South Patricia,William Wilson,4,833.99
26385,13-Sep-22,Customer Service,Internal,Completed,Lake Arielberg,Emily Johnson,5,341.74
26386,09-Mar-23,Technical Skills,External,Completed,Mayburgh,Margaret Cox,2,279.38
26387,19-Sep-22,Customer Service,Internal,Completed,Chapmanshire,Walter Daniels,4,716.52
26388,29-Jun-23,Technical Skills,External,Passed,West Hannah,Lindsay Rogers,1,106.91
26389,30-Jun-23,Project Management,External,Incomplete,Ashleyfurt,Stephen Graham,5,533.56
26390,15-Sep-22,Customer Service,External,Completed,East Jaime,Ryan Flores,4,537.73
26391,25-Dec-22,Customer Service,Internal,Failed,Lynchstad,Timothy Rice,1,285.56
26392,26-May-23,Project Management,External,Incomplete,Williamview,Jessica Turner,3,231.65
26393,13-Sep-22,Communication Skills,External,Passed,West Dianashire,Brian Thompson,4,751.88
26394,21-Apr-23,Project Management,External,Failed,Powellberg,Gregory Fowler,3,561.63
26395,09-Oct-22,Leadership Development,External,Incomplete,Harrisonshire,John Ramirez,3,560.55
26396,28-Apr-23,Communication Skills,External,Incomplete,Weavermouth,Jesse Flores,5,962.02
26397,14-Apr-23,Communication Skills,External,Completed,Lauriemouth,Mr. Tyler Daniels,5,905.56
26398,02-Jan-23,Technical Skills,External,Passed,South Johnmouth,Carl Cooper,1,949.46
26399,02-Feb-23,Project Management,External,Completed,East Taylor,Jesse Sullivan,5,398.65
26400,08-Jun-23,Project Management,Internal,Completed,Kylestad,Michelle Carlson,5,639.13
26401,21-Feb-23,Technical Skills,Internal,Failed,New Paula,Kristin Scott,5,597.62
26402,16-Jan-23,Leadership Development,Internal,Failed,Jenniferfurt,Matthew Rios,4,917.17
26403,03-Jul-23,Project Management,External,Incomplete,Bridgesside,Brian Murphy,1,721.83
26404,18-Mar-23,Communication Skills,Internal,Incomplete,Philipburgh,Jennifer Woods,4,116.4
26405,17-Sep-22,Project Management,Internal,Completed,North Taraview,Donald Wong,2,892.06
26406,27-Sep-22,Customer Service,Internal,Passed,South Garymouth,Katherine Morgan MD,2,806.47
26407,24-Mar-23,Customer Service,Internal,Failed,West Erinhaven,Jonathan Rodriguez,3,656.38
26408,22-Apr-23,Technical Skills,Internal,Completed,Mcintyrechester,Dominique Gordon,2,119.24
26409,28-Nov-22,Customer Service,External,Passed,Lake Scott,Seth Rice,2,585.65
26410,03-Jun-23,Project Management,External,Incomplete,Simmonston,Heather Murillo,5,797.35
26411,02-Feb-23,Technical Skills,External,Failed,North Fernando,Gregory Garcia,1,190.55
26412,01-Oct-22,Technical Skills,Internal,Passed,South Danny,Robert Bartlett,1,838.52
26413,17-Oct-22,Communication Skills,External,Incomplete,West Mary,Edward Campbell,5,913.62
26414,25-Jul-23,Leadership Development,Internal,Completed,Port Ethan,Tracey Taylor,3,198.45
26415,12-Mar-23,Project Management,Internal,Passed,Martinton,Cynthia Patton,2,668.77
26416,16-May-23,Customer Service,External,Failed,Lake Garyport,Sarah Benson,4,683.96
26417,17-Nov-22,Customer Service,External,Failed,Hickmanbury,James Green DVM,1,157.8
26418,14-Apr-23,Customer Service,External,Failed,North Meganstad,Bruce Ramirez,5,744.55
26419,29-Mar-23,Project Management,External,Incomplete,South Darrenview,Matthew Stephens MD,1,963.42
26420,28-Oct-22,Leadership Development,Internal,Failed,East Josephmouth,Noah Morales,3,253.86
26421,27-Oct-22,Customer Service,External,Passed,Fordside,Julie Lewis,2,638.69
26422,22-Jul-23,Communication Skills,External,Failed,Newmanburgh,Jeanne Turner,4,533.61
26423,05-Apr-23,Technical Skills,Internal,Failed,North Janice,Terri Christensen,3,833.23
26424,03-Aug-23,Communication Skills,Internal,Incomplete,South Thomas,Gary Rocha,2,226.7
26425,01-Nov-22,Customer Service,External,Passed,East Katherinetown,Bradley Petersen,5,993.13
26426,08-Dec-22,Technical Skills,Internal,Incomplete,Shannonshire,Raymond Lee,5,357.58
26427,14-Apr-23,Customer Service,External,Failed,North Meganstad,Bruce Ramirez,5,744.55
26428,29-Aug-22,Leadership Development,External,Failed,Woodsbury,Tracy English,1,400.73
26429,23-Dec-22,Leadership Development,Internal,Completed,South Jeff,Christopher Young,3,123.26
26430,30-Apr-23,Customer Service,Internal,Failed,Horneside,Jaclyn Cordova,4,457.74
26431,31-Oct-22,Communication Skills,External,Passed,East Andrea,Zachary Jones,4,587.29
26432,09-Feb-23,Technical Skills,Internal,Incomplete,New Rosemouth,Danielle Wise,5,735.7
26433,30-Jun-23,Communication Skills,Internal,Passed,South Sherryshire,Mrs. Erica Martinez MD,4,839.04
26434,11-Apr-23,Project Management,Internal,Incomplete,Peterbury,Lisa Solis,4,553.86
26435,08-Aug-22,Technical Skills,Internal,Passed,West Andrewberg,Ivan Garcia,3,971.57
26436,01-Sep-22,Customer Service,External,Incomplete,New Michaelport,Justin Rodriguez,5,155.51
26437,01-Sep-22,Customer Service,External,Incomplete,New Michaelport,Justin Rodriguez,5,155.51
26438,09-Mar-23,Leadership Development,Internal,Incomplete,West Sarahborough,Michael Lopez,4,717.29
26439,12-Jun-23,Communication Skills,External,Failed,Michaelville,Chris Beasley,4,403.0
26440,06-Apr-23,Leadership Development,External,Passed,Lake Tammyborough,Samantha Fisher,4,886.9
26441,24-Feb-23,Customer Service,Internal,Completed,Justinview,Jeremy Robinson,2,190.07
26442,01-Apr-23,Leadership Development,External,Passed,West Benjamin,Laura Snyder,4,301.15
26443,08-Nov-22,Leadership Development,External,Completed,Chasefurt,Mrs. Sandra Howard DDS,5,625.76
26444,08-Dec-22,Customer Service,Internal,Completed,North Robert,Gabrielle Pierce,4,422.27
26445,31-Mar-23,Customer Service,Internal,Incomplete,Garnerhaven,Benjamin Briggs,2,943.05
26446,14-Jun-23,Communication Skills,External,Incomplete,Thompsonmouth,Monique Wang,5,755.77
26447,09-Apr-23,Technical Skills,External,Completed,Hintonhaven,Matthew Parker,3,193.48
26448,30-Mar-23,Customer Service,Internal,Passed,East Lindsay,Michael Kramer,2,659.9
26449,10-Jul-23,Leadership Development,Internal,Completed,Michelleland,Shirley Ali,4,977.99
26450,01-May-23,Technical Skills,Internal,Incomplete,Port Codyshire,Tracie Hicks,2,734.87
26451,10-Jan-23,Technical Skills,Internal,Passed,North Christina,Eric Miranda,5,569.5
26452,27-Mar-23,Technical Skills,Internal,Incomplete,South Adamburgh,Chad Payne,4,466.32
26453,03-Jan-23,Customer Service,Internal,Completed,Port Joshuaport,Rebecca Frazier,2,842.67
26454,28-Jun-23,Communication Skills,External,Completed,Lake Anna,Kevin Martinez,4,519.81
26455,15-Feb-23,Customer Service,Internal,Incomplete,Thomasborough,Vanessa Riley,3,503.04
26456,23-Sep-22,Customer Service,Internal,Completed,Lake Benjamin,Kenneth Kim,2,820.39
26457,28-Dec-22,Customer Service,Internal,Incomplete,Aaronburgh,Joshua David,3,633.96
26458,07-Aug-22,Customer Service,External,Incomplete,South Melissamouth,Laura Palmer,2,837.22
26459,25-Jan-23,Project Management,External,Passed,Jenniferfurt,Jeffrey Edwards,1,954.02
26460,31-Jul-23,Leadership Development,Internal,Passed,Mooreborough,Melissa Morgan,2,809.89
26461,26-Nov-22,Project Management,External,Incomplete,East Kerri,Victoria Stevens,4,653.32
26462,12-Apr-23,Technical Skills,Internal,Completed,Lake Johnstad,Cathy Johnson,5,842.88
26463,17-Jul-23,Leadership Development,External,Passed,Reedfurt,Robert Torres,1,334.08
26464,25-Jun-23,Technical Skills,External,Passed,North Shawnville,Candace Brown,3,880.9
26465,25-Sep-22,Leadership Development,External,Passed,Alvarezland,Daniel Edwards,2,839.12
26466,29-Nov-22,Technical Skills,Internal,Failed,Fosterborough,Margaret Morrison,4,761.7
26467,01-Jul-23,Communication Skills,External,Failed,New Ronaldmouth,William Atkinson,5,826.82
26468,22-Oct-22,Communication Skills,External,Passed,Hallmouth,John Smith,3,242.28
26469,03-Mar-23,Communication Skills,External,Incomplete,East Carlos,Joseph Blankenship,4,951.82
26470,08-Sep-22,Customer Service,External,Failed,North Monicahaven,Matthew Jones,4,148.29
26471,04-Jan-23,Project Management,Internal,Completed,Erikfort,Leslie Miller,2,745.68
26472,29-Jun-23,Leadership Development,External,Completed,Suarezstad,Aaron Jones,1,751.81
26473,02-Oct-22,Project Management,Internal,Incomplete,New Brandi,Norman Paul,2,369.68
26474,20-Nov-22,Project Management,Internal,Failed,Martinview,Alexander Perez,4,267.76
26475,31-Mar-23,Leadership Development,Internal,Passed,Lake Melissa,Joel Romero,2,775.58
26476,25-Sep-22,Communication Skills,Internal,Failed,Whitneytown,Melissa Powell PhD,2,559.78
26477,07-Dec-22,Technical Skills,External,Completed,New Jackie,Cynthia Bradley,3,482.23
26478,19-Apr-23,Customer Service,External,Incomplete,Odonnellside,Gerald White,2,209.47
26479,01-Apr-23,Project Management,External,Incomplete,South Jesusport,Amanda Christian,1,855.67
26480,22-Dec-22,Project Management,External,Passed,West Cynthia,Gregory Smith,2,168.47
26481,29-Apr-23,Communication Skills,Internal,Completed,West Davidview,Christopher Mcfarland,4,514.37
26482,18-Oct-22,Communication Skills,Internal,Completed,Natashaton,Rachel Dixon,1,437.7
26483,05-Feb-23,Leadership Development,Internal,Passed,North Rachel,Arthur Parker MD,4,247.81
26484,01-Sep-22,Technical Skills,Internal,Completed,Mathewburgh,Steven Sharp,3,791.98
26485,13-Dec-22,Technical Skills,External,Incomplete,Batesburgh,Rebecca Wall,3,304.35
26486,20-May-23,Technical Skills,External,Incomplete,Port Vanessamouth,Steven Miller,4,880.21
26487,03-Mar-23,Communication Skills,Internal,Incomplete,Marissachester,Jennifer Myers,2,353.7
26488,06-Mar-23,Leadership Development,Internal,Completed,Pierceport,Eric Snyder,3,311.28
26489,01-Sep-22,Communication Skills,External,Failed,Kelseyfurt,Jennifer Henderson,1,193.51
26490,17-Aug-22,Customer Service,External,Failed,New Jordan,Jennifer Austin,1,353.71
26491,16-Jul-23,Customer Service,Internal,Failed,Port Katherine,Dr. Reginald Chavez,5,131.92
26492,28-Apr-23,Project Management,Internal,Incomplete,East Alyssa,Melanie Middleton,3,726.03
26493,09-Jul-23,Leadership Development,External,Incomplete,Charleschester,Sarah Willis,1,134.44
26494,21-Dec-22,Customer Service,Internal,Passed,Jeremyfort,Richard Nguyen,3,832.15
26495,30-Sep-22,Communication Skills,Internal,Failed,Delgadoshire,Eric Davis,3,668.05
26496,02-Jan-23,Communication Skills,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65
